Temperature,Humidity,Wind_Speed,Cloud_Cover,Pressure,Rain
24.70792784,46.28213142,3.419852919,11.87940298,99896.56095,no rain
30.77621138,64.24578495,18.37994154,61.56649334,100565.6786,no rain
25.72454609,63.74432969,9.152642047,61.96886446,101296.5829,no rain
31.81626639,61.71775364,9.44910178,28.13264906,99604.8301,no rain
16.83855087,86.24817064,13.32661546,58.8513225,100449.7445,rain
29.95117085,63.01851489,0.282539101,43.32817492,104275.477,no rain
14.64089861,83.08558472,10.65388307,10.76452494,98942.38835,no rain
33.81979142,41.65367923,17.70671104,95.82470663,99510.06842,no rain
27.18720691,67.23771409,8.346090003,67.86354425,98424.84885,no rain
15.38769193,87.68733432,8.252073691,95.39595102,102962.1679,rain
33.68426476,42.44016087,9.066205092,15.10233074,101705.875,no rain
28.27139517,62.54455181,17.10204105,79.41536783,101320.2424,no rain
16.34854106,72.63555212,12.20002172,42.06258178,98240.90623,no rain
15.33279943,42.93422024,14.94701806,92.96861469,104729.3987,no rain
22.95501785,82.97359241,14.36300315,68.69909571,103908.5416,rain
10.64156795,35.52973735,1.017194983,14.7165443,103742.6188,no rain
15.18675189,96.24908562,19.53399252,3.247457793,104126.5223,no rain
20.61713672,62.7755046,14.12416345,12.56222418,103439.1761,no rain
19.35424951,53.52861605,11.60250492,71.26897772,98976.06297,no rain
21.58938561,38.1764905,0.903531599,1.054181409,104800.447,no rain
16.94071766,60.28176501,18.36162381,47.82645002,104536.0293,no rain
24.66960866,76.18628206,9.391136327,55.30533234,102872.5398,rain
31.59639015,36.61410954,18.22384763,81.2267582,100044.0747,no rain
12.9382964,51.43883666,8.368138671,44.65948503,98007.77776,no rain
22.93447768,88.52123079,11.5461,0.548669527,101401.0324,no rain
13.30170266,75.23267179,17.87435859,21.87821796,102163.6243,no rain
27.92149203,44.44611083,9.216618657,4.755429323,104957.8693,no rain
19.90149257,41.26368571,3.590628064,98.09524049,98930.40526,no rain
24.1355328,93.31395183,8.501298268,63.84223348,98621.74068,rain
14.58199591,50.09141549,7.632532583,0.19200277,100984.2291,no rain
13.62119398,42.56501182,14.61726129,3.85291945,103256.6936,no rain
22.20140702,99.9974813,16.81467253,22.55220331,100380.4923,no rain
18.89031845,51.64342794,0.226645246,77.88555215,102636.5218,no rain
33.51079863,38.73181315,9.896302682,39.90191855,104226.0687,no rain
29.13313135,62.32303408,5.345340786,50.53625106,103552.1339,no rain
28.7165905,60.40415771,3.288653794,87.25087755,98711.17101,no rain
32.59299349,94.87617331,13.31411335,89.1242927,101122.5273,no rain
12.08556089,39.39434632,16.71091282,42.78382134,98265.94858,no rain
23.80481175,36.37954843,10.88811508,76.01594776,99180.46827,no rain
24.61190172,36.50850696,3.875883141,23.41758093,103394.9772,no rain
34.04840946,93.30012261,15.02570654,17.51863996,99218.65192,no rain
17.30368817,61.45584246,10.42665338,97.62942866,101911.6983,no rain
16.0207195,40.54245697,16.09276254,63.82010106,102304.8494,no rain
12.50734856,71.56810689,19.29445653,65.72874627,99096.45436,rain
10.41074074,67.6336349,8.387019835,87.78378809,104403.7551,no rain
33.23823292,43.88847234,6.380041909,2.703440199,98409.51293,no rain
26.74791366,72.21266976,5.641590181,28.58883879,104434.6421,no rain
29.6288228,53.8161864,13.81972933,71.91700167,98796.59571,no rain
17.04325264,46.68595374,19.43754816,45.46231906,104306.0899,no rain
24.66025415,65.72804276,5.716379082,94.28689596,100575.2365,no rain
11.59888165,50.41544831,9.245564313,45.05744964,103528.8855,no rain
22.1406899,45.54979452,11.52661853,12.7032218,100759.6634,no rain
34.43737849,91.58056858,19.07847182,90.73002662,103132.0954,no rain
31.91263113,40.90338036,4.94290332,0.511677256,103966.7353,no rain
18.4539738,49.64129841,19.23265951,75.87634947,101678.0722,no rain
34.03925386,57.02968659,10.48052189,0.833765822,100814.977,no rain
15.79254066,49.15468172,14.56773924,46.32150465,100762.4285,no rain
33.73297056,44.74974498,15.62681794,20.55466999,98396.14234,no rain
33.53444262,83.98022679,3.292184578,95.16628538,98103.71002,no rain
29.98006468,53.03113111,19.4948921,39.6740496,103204.9909,no rain
25.76119842,37.87590704,19.52241156,3.095282415,100907.7964,no rain
31.85719917,67.86266137,17.32340111,77.67943734,99057.64938,no rain
17.32550711,38.78419481,16.86709631,31.65839487,104100.759,no rain
31.22358888,55.02637252,6.525288435,63.94583401,102464.4021,no rain
25.4469173,91.72787336,17.04132921,40.52280525,101321.5311,no rain
10.33092144,55.84128366,17.76655914,43.85140917,100498.895,no rain
18.68083795,74.2756282,5.330529025,26.37964427,100413.2243,no rain
13.70352152,66.02378752,3.413124399,78.83326084,100599.942,no rain
34.54573475,39.6407392,15.13957498,46.37204901,104205.8804,no rain
21.95925768,75.43487185,11.55470588,3.961749638,100650.2289,no rain
22.43478414,89.92244979,2.157263997,94.47671696,98135.21502,rain
25.98681291,36.52487318,7.990111981,49.69207836,99014.53584,no rain
19.21461515,82.75760624,6.639998903,48.59719475,100423.4577,no rain
13.42250679,78.31478971,13.21381628,34.64506554,99164.46541,no rain
30.55294333,90.66624025,8.40810308,63.51478355,103760.8702,no rain
14.7461978,37.28643525,12.97352599,40.15426058,104991.1213,no rain
22.78297456,51.39867656,15.98776136,74.94793493,100339.1411,no rain
15.60792572,78.60040411,14.14145105,87.65825737,101396.3044,rain
12.44611211,31.54125852,12.35070686,48.97314648,98333.32717,no rain
31.55478794,81.38529744,18.1293546,65.2552325,99361.2488,no rain
34.32298723,90.05850053,4.955635134,29.55369928,99603.42354,no rain
34.02086645,61.73128367,10.15112998,62.5402798,100712.3804,no rain
32.66388748,60.40309324,15.12223306,63.52393935,103784.9163,no rain
29.35118332,49.49282734,4.48068794,51.1974925,100794.4719,no rain
18.3286288,30.3536309,4.233872832,15.9846058,103190.0003,no rain
12.02753475,43.04124617,13.6854609,72.53098669,101700.1292,no rain
20.18102929,98.59048829,15.61278314,31.96641096,102645.5444,no rain
15.80585355,90.7100254,17.72729577,38.82147904,99380.56643,no rain
13.31219087,48.65532471,8.966273779,85.15438522,98271.68266,no rain
11.33567954,97.46242,14.32592185,68.11250541,99726.69323,rain
28.13985911,55.73988312,3.418991085,8.267089712,98708.62865,no rain
10.28568647,50.83097623,6.295185048,56.53790885,102918.6773,no rain
29.26451871,40.69653448,12.64241629,8.692011441,101984.5786,no rain
13.67366614,93.11277487,2.95767104,64.54564903,103555.8191,rain
11.98805206,99.08947437,19.11364777,39.46523122,100818.1748,no rain
12.24007586,52.91879828,2.557149556,81.29989571,99823.44516,no rain
26.80119518,79.24012964,15.53528337,78.01788184,104027.286,no rain
16.13418025,53.47123869,6.372277105,99.97083788,101958.7137,no rain
20.51348667,37.34935175,14.65810562,29.91702728,101310.2916,no rain
23.93421978,57.48846148,8.095154158,17.50787958,104239.4062,no rain
31.51377935,68.60989725,14.9525769,18.53182384,100434.6879,no rain
28.17610657,38.61117314,18.00676685,59.89189867,100862.3154,no rain
16.75819763,87.27909424,11.92286674,33.45441511,99802.11205,no rain
13.28706998,64.81541818,3.278561337,90.68548299,98928.95264,no rain
11.38435801,46.40680668,19.0213885,7.93562507,101996.2725,no rain
17.53996586,71.4931705,10.64971166,76.48168119,104449.3949,rain
16.55295373,85.52815142,4.788547881,48.9710645,102541.6162,no rain
21.40351417,52.93370443,8.168546011,63.7433436,102647.023,no rain
27.08203339,79.10334271,14.42185103,58.78242445,104008.967,no rain
27.39063614,59.9501426,18.70600817,53.02586039,102900.8473,no rain
17.08797116,97.48358182,18.13172635,69.8347355,100631.583,rain
19.4981739,83.96580606,2.805785958,54.57063388,103623.2758,rain
14.52877404,54.94456318,17.4357917,92.24716977,98867.9816,no rain
29.71363781,31.24235713,11.80334361,55.16775859,104100.2826,no rain
11.42120191,76.02639268,8.193589299,91.96657324,101563.993,rain
27.42493104,43.8510511,9.287340487,80.63350777,101820.7502,no rain
29.4673849,38.5315423,15.89223437,84.75478568,104458.7292,no rain
29.43518905,95.2243516,16.89550159,89.72874742,102778.7592,no rain
16.48556411,99.99642792,13.1579379,20.25564228,98547.17939,no rain
19.34532845,48.89221744,1.169225861,34.25546179,99770.34222,no rain
24.68999088,51.12379865,16.16927347,89.93739526,102975.3655,no rain
16.82054756,41.54922575,0.514884275,14.92147915,98651.84733,no rain
19.27131998,62.03793432,7.75536284,49.01448922,99829.07733,no rain
14.926357,90.60906319,8.883348754,10.47485483,99845.80961,no rain
21.49639709,79.10541665,10.12213388,15.25468066,102953.96,no rain
11.11530753,89.24320907,5.119067856,58.88892858,98361.36303,rain
29.99489711,45.9937159,8.381323828,39.61015156,100414.868,no rain
11.92391117,81.13192472,15.74596853,42.36921256,100984.6105,no rain
22.97087872,94.29686399,5.425328134,50.81314518,98513.04958,rain
17.67025249,49.699128,16.26501524,66.0727912,101208.8108,no rain
24.43857372,78.34574805,0.251517017,49.93294744,101719.8541,no rain
33.98583352,58.04601882,2.855977338,34.1772389,104795.7299,no rain
26.13925611,50.31586516,18.50601348,19.28084747,104114.6273,no rain
10.88406089,97.87364281,9.407998584,46.44731374,104513.8723,no rain
20.76006099,54.4043261,1.015952798,37.55530285,99895.10978,no rain
22.75042131,37.54947769,12.20886505,81.54452418,99051.17068,no rain
23.40443737,57.20124467,9.120140816,1.529718549,102469.4465,no rain
27.03481277,61.33748037,1.771753376,57.03977871,99410.67419,no rain
16.93990244,82.65475778,6.959249863,61.8459265,102105.3746,rain
13.22151414,96.49399869,12.28852169,98.78965441,99370.07384,rain
19.81689191,87.19398887,12.55417089,88.53642175,98456.00819,rain
33.91014307,95.16589179,17.73806059,51.75672725,101142.4694,no rain
14.67827229,63.2542091,9.850121788,28.85154526,102455.1486,no rain
32.59959887,80.35215978,2.094755879,1.018499911,98658.94266,no rain
23.59514875,51.63347095,2.271062141,24.07807785,101848.0263,no rain
21.42278554,34.8710976,8.336066135,84.74353888,101057.8442,no rain
32.05103526,55.58314677,3.706422775,97.32562419,99786.69325,no rain
21.46509904,78.85406598,18.41907666,70.10542417,99203.14518,rain
28.10419092,49.22354772,4.241564854,60.38542082,99640.28165,no rain
19.97563304,90.29841269,7.527395132,60.62341316,104276.2808,rain
32.60110982,85.3540995,10.24763765,64.99076291,98223.09315,no rain
27.2506255,43.58297844,6.608044748,0.178911865,99032.39155,no rain
27.49055136,53.15857337,13.29192532,36.99584038,101627.1891,no rain
18.19301004,87.77118323,12.10511112,32.92788221,102778.4864,no rain
28.91946607,47.07564527,18.7873539,97.79331891,100872.2378,no rain
25.90152639,53.2121502,16.63918121,0.072669903,99682.50483,no rain
16.00050683,54.01468527,12.05923377,73.6344717,99920.43201,no rain
14.01347056,86.07294195,8.934234253,40.52869117,102545.7903,no rain
29.90978686,32.59211859,12.29549375,6.476037453,102990.3127,no rain
33.97916508,35.16508882,12.46131999,36.09528608,104791.9995,no rain
21.45347068,70.49160837,5.391551999,12.78488102,102924.5547,no rain
24.77460413,57.79783937,3.560351709,3.735996351,100953.4083,no rain
31.4430661,74.30197237,10.38015108,68.34530623,99718.77661,no rain
21.43058633,48.65228933,6.14526261,2.468457405,101742.4714,no rain
33.79686192,93.67078742,7.704608934,1.196410401,103085.9633,no rain
24.39377905,83.2659321,0.033272474,42.59840245,98816.14415,no rain
30.51917802,34.74223544,13.63355956,13.05653499,98418.66437,no rain
32.72109296,84.87338341,1.160309143,44.61276154,99569.10771,no rain
30.38809547,97.87076606,14.70942936,36.60343179,100934.7312,no rain
13.98536159,95.97049344,4.159197161,10.2277353,102670.2209,no rain
25.72246098,81.48386586,3.295298063,63.9707176,98064.00539,no rain
19.96085647,38.65156274,12.01112452,64.97221863,101769.8939,no rain
11.5678238,70.32537361,19.66945876,64.46779034,100036.1227,rain
20.6008063,49.89629102,8.441391803,86.46300101,100345.1085,no rain
16.46710167,97.91490605,17.38638204,0.677374074,101032.6096,no rain
31.22595771,80.22400078,1.236817512,2.773502098,101220.1735,no rain
10.83261566,72.75359129,10.17336515,52.3165286,100812.4638,rain
33.97456805,78.65616298,13.63531729,46.6015528,98611.75158,no rain
18.88422121,60.65853904,7.50778438,99.05674753,99114.00597,no rain
18.91767226,56.0915726,2.589390449,35.75360696,101453.5156,no rain
10.40821257,95.50597056,0.308128917,38.91041944,100705.8975,no rain
14.63080813,53.23489944,7.734846722,83.57063692,104976.9117,no rain
20.03148752,32.90052922,14.85476934,62.30921784,103387.3365,no rain
33.23228543,58.05881079,19.81103468,7.1075121,102079.9589,no rain
12.49037326,85.32382468,9.261452474,5.765929484,101834.8454,no rain
33.63253834,75.39278506,5.898343549,52.8551803,98349.97194,no rain
31.73721326,97.35195428,6.933336821,39.67723518,102737.1207,no rain
21.35405992,37.43413073,1.838621584,73.54313314,101958.0112,no rain
18.16752204,93.80824116,9.002264645,62.80621846,101611.3011,rain
15.81860323,55.81944357,12.54257246,0.030653721,103365.1128,no rain
25.36161766,63.18018098,12.47154824,1.687765733,103480.9328,no rain
10.82686479,59.99375081,0.25538055,83.97144865,99516.83457,no rain
10.39015161,38.15165968,12.67463929,16.45851801,99292.54451,no rain
20.71989306,47.3457519,13.31372857,56.95955176,102617.6658,no rain
